Genes	wt_DMSO_1	wt_DMSO_2	wt_DMSO_3	wt_CPT_1	wt_CPT_2	wt_CPT_3	miR34a_del_DMSO_1	miR34a_del_DMSO_2	miR34a_del_DMSO_3	miR34a_del_CPT_1	miR34a_del_CPT_2	miR34a_del_CPT_3
LL0000039477	7.2	18.64	24.05	20.28	22.2	29.16	14.41	30.9	7.18	45.58	20.87	27.85
LL0000039478	26.56	32.61	79.44	56.19	70.23	115.26	44.62	54.62	60.18	114.21	131.05	60.7
LL0000039479	31.15	44.37	58.77	27.24	32.2	102.85	41.78	32.86	32.69	66.96	122.23	70.7
LL0000039480	82.37	57.25	76.4	62.33	98.4	182.9	41.19	87.73	87.73	228.46	106.03	114.97
LL0000039481	7.47	10.38	0	0.23	13.12	0	12.69	0	0	2.32	0	0
LL0000039482	90.2	124.67	121.12	77.83	132.69	132.9	82.82	132.38	112.4	192.71	112.65	132.16
LL0000039483	5.84	13.15	6.39	15.54	5.58	13.56	13.94	14.93	8.62	29.01	24.87	11.46
LL0000039484	260.86	288.45	284.79	86.06	197.88	294.45	249.46	259.48	244.72	340.7	132.6	151.87
LL0000039485	43.02	14.15	47.41	30.95	34.71	25.26	21.87	51.85	44.18	83.26	36	53.69
LL0000039486	53.67	43.72	35.58	38.42	59.26	78.94	30.35	23.01	39.87	97.46	50.58	62.79
LL0000039487	33.25	19.5	43.22	30.04	18.97	53.93	21.49	31.37	28.66	30.62	39.32	0
LL0000039488	168.45	203.8	199.57	62.48	132.41	161.42	122.6	157.25	197.39	121.14	97.17	88.4
LL0000039489	41.62	49.16	61.42	43.64	72.36	140.25	25.2	57.61	53.81	124.87	83.92	42.18
LL0000039490	71.11	76.59	105.42	57.17	68.29	92.63	57.63	76.07	81.26	113.44	73.48	60.57
LL0000039491	38.3	31.28	32.25	23.99	27.01	67.72	22.59	55.52	37.93	71.92	66.01	64.59
LL0000039492	24.74	46.51	27.83	21.82	39.49	40.73	30.09	33.85	26.7	33.47	34.75	30.32
LL0000039493	160.04	135.07	152.05	117.38	164.38	266.83	68.55	135.66	194.78	250.74	129.62	129.74
LL0000039494	171.54	192.68	232.54	144.83	204.05	314.6	151.85	169.88	158.66	288.21	232.4	214.92
LL0000039495	205.94	202.7	193.1	117.81	198.72	316.93	126.36	202.13	192.39	320.5	208.69	195.95
LL0000039496	87.58	82.15	87.87	90.57	83.71	124.44	31.66	97.93	65.9	117.21	58.09	82.72
LL0000039497	34.94	55.4	38.36	19.37	38.49	53.74	35.74	18.65	41.14	57.63	42.6	51.07
LL0000039498	126.01	135.73	130.58	74.01	159	263.35	108.4	106.22	153.9	216.31	111.26	178.72
LL0000039499	73.6	49.37	43.42	36.04	38.58	112.13	50.96	66.51	72.4	75.86	56.97	57.16
LL0000039500	84.88	65.45	96.17	48.52	80.94	217.89	77.41	76.85	87.74	93.5	78.7	81.16
LL0000039501	34.27	9.34	37.28	13.64	40.48	61.35	19.37	38.04	14.47	47.77	8.06	21.75
LL0000039502	436.18	494.57	514.87	271.48	588.36	731.39	286.49	362.09	409.24	623.85	426.06	407.14
LL0000039503	0	0	0	0	0	1.31	0	0	0	0	1.33	0
LL0000039504	1.47	12.42	8.23	3.98	4.74	2.69	4	0	1.56	2.4	1.35	2.28
LL0000039505	186.43	195.27	211.68	50.37	137.59	212	191.96	211.75	219.11	216.51	102.86	82.82
LL0000039506	7.7	0	22.64	1.89	8.29	23.56	0	15.2	14.16	16.48	27.76	22.8
LL0000039507	25.76	27.28	30.48	19.16	41.48	40.9	21.17	41.3	29.25	42.26	39.29	21.61
LL0000039508	71.13	119.4	78.72	63.61	80.66	126.11	81.04	76.48	72.21	151.89	66.36	111.36
LL0000039509	0	0	1.94	0	0	0	0	0	0	0	3.19	6.81
LL0000039510	0	0	0	0	2.71	2.57	0	6.28	0	2.9	0	4.78
LL0000039511	65.85	62.52	33.06	52.73	131.98	156.74	44.67	86.62	92.52	107	90.1	90.49
LL0000039512	70.78	105.8	116.83	137.43	307.8	632.57	75.01	90.05	82.43	619.64	367.41	390.86
LL0000039513	44.45	39.01	35.51	18.73	29.7	26.31	11.74	26.46	25.34	27.74	51.23	25.22
LL0000039514	86.51	131.88	130.65	85.42	132.19	174.83	91.87	129.45	112.24	233.02	162.11	152.99
LL0000039515	114.03	172.49	120.53	89.67	199.67	306.05	91.15	152.21	121.22	200.71	162.54	125.5
LL0000039516	0	19.54	3.99	24.24	39.18	34.06	18.49	23.77	16.22	53.78	0	30.78
LL0000039517	0	0	0	0	0	0	0	0	1.39	2.07	0	2.01
LL0000039518	98.55	60.53	60.78	20.99	52.29	34.1	59.53	82.43	75.89	66.12	50.07	53.68
LL0000039519	306.86	283.13	280.89	288.55	538.4	788.31	126.3	245.56	173.02	797.55	501.35	472.41
LL0000039520	112.67	154.83	205.21	134.86	152.95	163.32	115.71	129.75	162.07	108.5	94.42	62.75
LL0000039521	4.15	1.14	0.63	0	0	0	0	2.29	6.95	8.5	0	3.03
LL0000039522	66.86	42.07	60.08	35.12	61.6	75.72	32.8	51.35	59.81	58.99	73.25	68.15
LL0000039523	23.7	32.12	26.36	30.43	31.13	51.27	14.56	29.42	32.98	36.27	37.72	29.61
LL0000039524	75	53.68	76.26	45.36	91.93	119.42	31.86	72.65	71.67	112.5	106.52	70.7
LL0000039525	0	0.78	0.82	0	0	0	0	0	0.3	0	0	0.35
LL0000039526	1.18	5.92	2.68	0	1.34	1.08	1	1.51	0	0	1.36	0
LL0000039527	119.43	159.8	158.31	113.02	144.53	275.98	96.99	125.83	147.05	252.31	151.67	130.93
LL0000039528	270.91	275.44	311.02	317.77	480.55	789.19	192.79	252.11	252.49	680.6	372.22	369.81
LL0000039529	400.75	383.06	371.47	494.99	766.78	983.42	302.39	392.44	298.97	796.01	483.37	495.89
LL0000039530	222.43	261.11	266.86	276.77	520.92	614.12	162.91	315.31	281.05	530.3	400.9	386.61
LL0000039531	135.79	124.33	165.77	118.66	169.17	285.52	116.86	116.09	112.98	267.96	187.32	159.71
LL0000039532	140.41	115.34	121	154.99	180.28	340.15	84.82	134.33	132.49	258.47	221.2	152.77
LL0000039533	108.43	174.75	222.29	127.3	238.37	386.25	130.95	178.19	162.61	311.12	186.02	262.03
LL0000039534	112.98	139.74	157.28	179.47	302.41	317.01	83.96	136.11	155.99	334.19	215.75	177.61
LL0000039535	131.18	135.54	149.97	155.95	257.95	401.57	118.95	165.09	135.2	349.95	249.7	221.18
LL0000039536	45.72	52.04	43.74	37.16	70.11	111.82	46.34	48.07	32.64	96.07	72.37	70.02
LL0000039537	66.87	84.07	96.21	49.22	103.45	142.57	64.79	81.63	76.92	173.87	92.07	119.25
LL0000039538	66.58	47.93	75.12	44.16	100.44	137.99	52.42	71.01	58.55	111.58	68.29	65.65
LL0000039539	94.98	100.24	96.7	90.92	166.31	207.84	71.31	103.34	88.1	198.99	151.36	104.85
LL0000039540	107.1	118.78	121.38	90.13	129.09	205.96	73.99	70.28	76.3	278.38	155.64	148.98
LL0000039541	18.19	10.72	1.07	13.01	12.91	6.89	0.08	0	0	8.6	2.88	1.73
LL0000039542	0	5.31	3.12	3.86	0	6.72	5.19	4.79	0.23	12.84	10.08	5.65
LL0000039543	97.67	48.81	67.37	53.13	95.61	128.24	45	57.8	60.16	155.63	86.42	82.4
LL0000039544	52.33	45.4	55.22	41.95	73.9	104.19	25.37	40.6	43.27	125.8	49.65	59.31
LL0000039545	72.21	102.21	72.21	101.14	169.73	237.56	52.6	84.36	87.02	272.49	116.48	146.71
LL0000039546	46.61	41.41	38.26	39.01	44.94	66.87	26.01	34.62	41.91	67.31	34.01	35.97
LL0000039547	130.7	137.99	123.24	103.44	178.41	258.79	44	113.07	96.09	256.13	128.16	120.43
LL0000039548	0	2.07	0	0	0	4.91	0	0	0	0	2.81	3.58
LL0000039549	49.08	59.48	49.02	35.98	65.67	80.45	29.73	50.43	50.48	69.32	48.13	67.74
LL0000039550	124.36	123.91	146.65	77.29	103.02	104.44	85.03	128.01	131.03	83.98	61.67	80.77
LL0000039551	0	0	2.15	0	0	3.59	0	0	0	3.57	0	2.95
LL0000039552	0	0	0	0	0	0	4.18	0	0	0	0	0
LL0000039553	124.75	139.77	156.33	101.21	198.62	245.43	140.24	160.2	159.66	228.47	137.24	162.86
LL0000039554	201.67	219.5	237.47	116.87	255.1	740.38	183.75	136.25	155.08	445.37	306.96	257.43
LL0000039555	52.98	9.48	1.43	0	13.25	0	0	33.56	35.91	33.94	53.69	7.19
LL0000039556	77.55	88.76	85.96	73.91	165.44	274.53	40.07	70.98	58.1	200.2	186.04	130.05
LL0000039557	7.71	2.92	15.5	7.72	7.69	31.03	26.02	0	7.71	39.11	75.75	20.44
LL0000039558	272.6	328.42	323.03	291.78	467.61	724.16	201.93	264.61	272.19	758.74	411.43	449.41
LL0000039559	87.91	94.75	110.65	104.66	196.89	300.17	73.53	108.5	99.36	243.54	178.36	151.34
LL0000039560	897.91	987.12	900.38	651.93	1167.3	1444.57	649.05	1043.16	979.08	1252.04	849.58	796.64
LL0000039561	132.32	128.54	167.95	124.1	203.02	165.47	146.05	170.35	125.54	196.7	115.37	95.77
LL0000039562	524.87	609.37	652.8	308.9	393.08	470.72	389	519.17	544	343.58	304.07	208
LL0000039563	682.01	610.53	725.63	592.01	1516.71	2830.55	511.15	828.96	743.92	1968.36	1445.89	1360.16
LL0000039564	152	163.54	192.16	172	307.84	306.02	153.13	167	162.95	370.58	272.18	210.52
LL0000039565	391.51	312.32	433.67	361.21	719.41	819.07	283.61	379.87	321.78	810.73	447.75	465.44
LL0000039566	1471.05	1608.64	1419.18	635.31	784.34	1199.55	1131.19	1432.65	1653.71	1261.34	762.6	642.14
LL0000039567	1663.3	1380.98	1632.77	1623.82	2520.65	3942.2	1603.54	1930.77	1751.47	3009.84	1581.04	1682.49
LL0000039568	2136.46	1948.8	2277.45	1622.09	2396.58	3490.71	1771.31	2658.71	2060.15	2489.6	1808.98	1485.62
LL0000039569	980.45	922.01	1031.1	747.6	1171.91	1297.63	820.8	1011.46	884.45	1318.08	884.08	773.98
LL0000039570	226.27	307.76	306.8	172.26	257.93	222	251.74	243.7	204.76	256	106	117.14
LL0000039571	446.01	396.83	489.23	183.04	250	390	402.05	532	390.6	355.29	205.9	202.04
LL0000039572	881.66	919.85	753.57	473.74	486.35	940.29	311.25	861.66	884.3	861.3	435.63	392.17
LL0000039573	209.68	170.99	241	84.87	139.85	223.3	124	190.99	173.65	242.97	136.78	128
LL0000039574	969.35	1141.59	1154.65	598.67	969.3	1111.01	789.93	1164.1	1077	1124.52	674.73	643.23
LL0000039575	894.67	1054.65	1060.1	803.87	1223.79	915.64	756.12	1097.83	762.5	1273.21	785.85	756.15
LL0000039576	1623.55	1587.4	1650.18	1380.48	1998.36	2003.92	1493.43	1864.35	1579.92	2199.24	1368.56	1263.8
LL0000039577	1182.54	1370.97	1627.91	312.48	464.6	643.79	1027.13	1464.13	1197.9	730.89	597.45	525
LL0000039578	1218.25	1958.8	2181.98	1429.74	2123.49	2160.95	1241.84	1571.95	1302.17	1938.87	1125.17	1245.45
LL0000039579	509.24	525.97	539.12	267.74	472.78	541.82	512.11	726.26	526.52	486.89	298	227.71
LL0000039580	1763.12	2199.29	2072.96	1503.24	2134.6	1903.32	1598.88	2364.03	1746.75	2567.85	1591.04	1495.69
LL0000039581	833	974.63	1013.85	918.56	1299.7	1372.68	837.85	1072.79	827.27	1844.36	1070.1	1136.27
LL0000039582	14.53	24	12	4	4	12.01	13.22	19	26	14.03	4	6
LL0000039583	680.25	651.99	643.15	468.62	690.94	1053.66	486.39	755.57	634.13	1003.46	565.86	500.92
LL0000039584	379.19	292.94	339.73	241.36	380.61	544.99	424.66	459.81	379.18	559.83	467.69	348.11
LL0000039585	215	275.7	207.78	148	159	236.92	187.93	288.52	204	169.12	124	113.72
LL0000039586	1120.14	1121.66	1007.09	809.54	1075.33	1710.17	828.9	887.18	1064.87	1793.09	998.28	902.37
LL0000039587	405.29	346.12	364	102.88	257.8	215.41	356.14	507.9	372.88	236.99	152.73	156.35
LL0000039588	180	182.96	181.23	118.02	176.01	223.09	177.99	194.05	221.26	267.26	186.01	159.44
LL0000039589	13	13	13.02	20	25	31	17	34	17	27	10.83	32
LL0000039590	14.02	10	15	4	8	22	8	10	16.12	17	17.05	10
LL0000039591	619.15	554.99	543.79	494.42	834.93	1057.67	611.91	832.41	646.87	968.47	573.14	543.78
LL0000039592	479.92	497.89	630.69	300.07	539.32	557.71	421.1	542.81	446.9	761.95	348.78	358.78
LL0000039593	420.4	506.93	542.94	60	87	70.64	434.89	537.04	469.85	152.12	96.96	58.43
LL0000039594	28.1	48.41	49.99	4	4	6	25	30.47	26.14	6	4	4
LL0000039595	114	107	124.87	17.6	21.82	7	107.49	122.72	134	23.65	12	12
LL0000039596	57	61	57.19	12	7	6	37.48	74.8	59	8	7	2
LL0000039597	1320.96	2907.8	3596.44	1053.91	1580.25	1954.43	1071.83	1529.81	1390.7	1066.34	676.63	662.67
LL0000039598	129	149.8	150	65.02	122.01	149.99	108	165	106	126	70.98	53
LL0000039599	322.42	270.11	301.06	270	389.63	406.96	237.2	358.93	302.08	552.52	287	251.96
LL0000039600	107.01	83.16	122.63	92.2	110	129.93	77.85	119	115.15	79.56	108.64	92.2
LL0000039601	971.92	981.07	1081.07	824.6	1033.24	1306.91	627.99	1083.7	851.05	866.8	544.56	616.7
LL0000039602	216.92	442.66	652.19	249.3	351.3	579.29	194.64	269.91	222.48	238.6	175.48	177.98
LL0000039604	1448.37	1586.87	1600.68	55.02	105.94	82	1143.04	1541.57	1108.91	172.69	54	58
LL0000039605	278	235.78	308.34	30	38	50	240	370.44	264.14	94.97	28	29.02
LL0000039606	749.5	873.96	879.75	648.43	821.61	1180.07	541.8	853.84	804.58	1090.66	858.7	672.98
LL0000039607	287.21	277.18	294.03	236.97	381.04	542.27	228.47	286.48	226.39	515.63	367.95	320.45
LL0000039608	1071.04	1399.09	1456.82	704.02	698.05	624.27	1143.28	1372.49	963.7	779.16	455.86	497.63
LL0000039609	1672.38	1739.94	1983.69	1517.38	2466.73	3396.46	1505.04	1993.4	1522.46	2267.49	1529.15	1306.88
LL0000039610	240.3	355.53	390.38	307.93	391.04	357.84	232.02	284	242.71	547.31	277.78	329.99
LL0000039611	108	123.77	105.25	78.01	106	146.95	55.94	104.01	93.93	97.91	67	44.79
LL0000039612	28.32	39	35.21	30	82.12	77.29	32	33	41	109.98	54.31	51.43
LL0000039613	14.29	8.01	18.62	4	10.03	3	18.97	9.67	19.99	6.99	9.12	7
LL0000039614	338.63	326.77	418.57	386.54	651.35	844.94	276.67	368.77	341.16	595.37	407.34	348.21
LL0000039615	86.99	118.28	133.34	116.92	153.99	139.22	94.85	148.83	91	219.04	92.85	143.92
LL0000039616	1249.36	1667.95	1896.33	255.99	442	383	1198.65	1343.99	1028.57	545.45	329.89	226
LL0000039617	270.52	274.36	287.71	211.16	385.99	482.41	219.7	304.26	267.14	476.86	283	273.07
LL0000039618	12	8	21	5	7.83	8	10	14	14.27	14.03	27	8
LL0000039619	74	82	89.21	15	26	9	59	78	81	20	9	17
LL0000039620	432.94	354.3	394.54	490.21	695	817.62	364.62	623.37	479.12	740.64	547.51	483.67
LL0000039621	294.37	525.85	489.53	249.91	342.23	332	270.99	377.04	281.3	368.07	232.1	223
LL0000039622	354.75	390.44	453.1	17.68	42.56	14	311.85	473.35	315	24	5	8.11
LL0000039623	8.74	5	5.26	1	7.25	8.62	2	4.75	2	7.6	7.25	0
LL0000039624	140.05	96.34	116.32	94.66	144.79	227.86	81.71	134.41	119.62	216.94	160.82	174.54
LL0000039625	444.82	399.22	480.92	299.65	444.3	430.86	427.52	536.12	423.2	487.58	237.48	263.65
LL0000039626	842.74	853.12	852.72	461.85	651.78	693.13	605.78	814.73	620.19	943.31	516.13	499.13
LL0000039627	1522.06	1477.09	1421.4	1123.05	1965.86	2549.88	1111.02	1977.81	1535.15	1860.43	1287.06	1087.22
LL0000039628	397.62	437.67	467.79	365.65	608.51	644.43	302.19	402	406.4	829.93	480.96	491.5
LL0000039629	380	484.78	452.29	493.21	681.32	662.54	246.01	673.95	552.78	677.22	506.04	404.82
LL0000039630	1053.05	995.92	1023.11	1120.04	1435.64	1749.95	830.22	1371.06	1172.23	1816.86	1168.53	1072.23
LL0000039631	165.15	157.58	166.23	134	221.13	264.98	171.96	174.11	137.27	189.91	115	106
LL0000039632	889.06	1082.87	1059.59	93.06	116.29	93.77	920.39	1064.02	943.05	172.11	92.99	74.05
LL0000039633	1234.21	1712.79	1414.99	303.89	365.77	240.28	1274.54	1747.77	1233.28	435.63	177.01	182
LL0000039634	774.06	777.38	833.35	430.59	532.01	472.89	742.02	906.44	652.32	650.63	380.82	328.38
LL0000039635	685.09	676.7	609.8	1055.45	1342.4	1911.9	513	836.82	703.34	1422.89	1221.44	948.92
LL0000039636	930.89	821.06	841.1	618.65	1207.92	1379.57	760.82	1127.37	889.52	1028.61	662.98	646.12
LL0000039637	524.17	538.55	706.11	343.57	558.93	660.98	436.68	556.93	597.7	941.1	469.62	500.08
LL0000039638	110.97	94.33	84.93	35	59.63	84.8	82.62	138.02	93.09	92.44	56.55	71.04
LL0000039639	801.42	819.93	904.33	1165.99	1747.38	1988.88	814.5	932.68	783.67	2218.1	1232.92	1294.79
LL0000039640	493.87	409.18	592.59	302.43	410.94	589.07	372.88	571.04	448.57	549.98	334.29	335.58
LL0000039641	734.56	670.84	704.88	359.89	493.44	605.95	555.24	933.16	678.05	507.52	327.84	271.71
LL0000039642	328.95	310.95	335.93	95	105.78	178.29	214.84	332.11	290	110	56.8	94
LL0000039643	600.16	857.47	1039.43	599.29	965.85	1134.48	565.56	649.82	615.24	1162.79	689.32	747.14
LL0000039644	296.8	266.74	287.64	270.56	531.27	568.62	218.98	327.96	276.33	376.33	292.17	226.12
LL0000039645	252	303.82	282	274.96	391.29	467.08	241.98	253.65	260.07	462.55	273.96	258
LL0000039646	914.46	1001.89	1051.23	821.52	1322.04	1513.16	787.53	1111.24	916.86	1259.98	801.65	804.1
LL0000039647	43.74	64.05	65	15	46	79.01	66	59	53	54.43	35	41
LL0000039648	652.36	689.42	787.59	541.02	1022.28	1244.03	674.27	785.92	626.64	773.09	510.29	484.28
LL0000039649	225.98	230.13	268.65	53	73.09	66	230	219.95	194	105	44.01	53.85
LL0000039650	1577.7	1512.24	1675.24	1679.5	2362.63	3413.76	1046.55	1567.53	1615.63	2511.87	1776.46	1642.43
LL0000039651	1025.43	1288.3	1264.86	769.19	1086.06	1049.56	783.03	1185.34	1079.18	1095.56	682.57	552.22
LL0000039652	877.59	885.64	1055.31	935.07	1442.45	1951.46	809.26	1201.2	958.01	1571.8	928.24	935.03
LL0000039653	377.89	388.69	433.43	197.66	315.43	317.97	316.84	467.99	340.74	333.99	211.13	198
LL0000039654	583.75	744.87	653.37	320.6	426.45	443.5	449.45	589.42	592.85	566.01	339.2	347.63
LL0000039655	871.56	886.97	889.28	382.8	690.56	713.12	558.55	868.64	786.25	748.05	479.86	424.76
LL0000039656	204.89	196.57	213.03	162.14	193.63	249.66	122.35	223.87	192.64	297.63	191.98	118.72
LL0000039657	328.98	304.19	298.04	238.99	571.56	1106.55	247	346.14	285	643.13	463.92	372.13
LL0000039658	608.14	493.37	632.52	409.65	668.04	974.62	507.35	579.91	537.86	1053.13	647.27	636.68
LL0000039659	454.85	364.52	359.35	273.41	399.99	562.51	344.32	399.35	396.04	579.13	313.48	297.88
LL0000039660	204.13	211.56	230.19	194.05	264.01	429.89	155	241.73	229.01	399.09	287.08	263.97
LL0000039661	62	70	85	2	12	4	56	87	65	13	9.99	3
LL0000039662	16	15	24	1	0	2.02	23	8.01	17	0	1	2
LL0000039663	254.94	302.02	355.88	273.24	327.43	329.62	304.99	311	261.23	491.63	272.08	320.85
LL0000039664	524.41	546.64	637.61	62.65	74.98	42.08	538.61	584.53	403	125	59	73.37
LL0000039665	5	8	4	36.01	75	89.05	2	6	2	109	52.99	48
LL0000039666	897.99	951.22	971.55	670.99	1004.19	1080.03	743.2	1051.75	903.99	1092.74	691.41	631.62
LL0000039667	1406.49	1460.62	1464.52	1230.81	2108.68	2410.57	1290.63	1713.73	1289.95	2386.19	1300.84	1346.25
LL0000039668	140	123.79	133.8	111.03	158.86	237.04	115.07	138	127.48	206.18	170.11	136.02
LL0000039669	93.61	79.26	101.21	90.09	89.94	133.21	52.78	62.84	96.77	111.73	68.82	56.32
LL0000039670	14.89	22.88	3.91	8.2	16.24	27.12	10.48	7.13	11.96	9.75	4.93	11.6
LL0000039671	32.62	46.84	30	27.57	35.6	57.76	15.97	30.27	23.2	50.27	27.2	55.52
LL0000039672	76.07	76.96	83.23	56.78	83.32	108.39	65.11	96.36	74.26	118.65	90.06	94.55
LL0000039673	53.39	46.01	49.88	31.04	58.1	105.99	23.59	45.73	29.36	92.28	68.92	75.12
LL0000039674	77.46	26.96	20.2	7.98	45.04	24.68	8.18	35.22	30.66	39.41	35.25	25.56
LL0000039675	180.05	247.85	219.64	126.84	171.3	325.12	177.11	192.84	264.08	365.33	287.23	194.2
LL0000039676	0	3.52	0	0	0	0	0	0	0	0.3	0	5.52
LL0000039677	193.82	131.89	167.09	107.33	143.46	161.4	97.27	122.52	197.05	193.02	104.25	138.27
LL0000039678	166.74	196.84	207.71	186.52	283.44	359.92	121.93	169.43	128.47	370.02	278.67	245.79
LL0000039679	252.43	237.79	256.09	183.01	298.73	455.29	156.61	224.82	237.86	458.65	317.75	273.83
LL0000039680	29.64	30.61	34.69	17.89	60.32	33	20.05	43.84	30.08	42.54	30.41	30.57
LL0000039681	45.07	45.97	55.16	37.56	58.46	60.53	27.96	40.74	54.8	69.18	39.29	71.3
LL0000039682	3.87	7.67	7.28	1.74	20.57	16.04	8.98	0	10.23	31.51	1.55	18.8
LL0000039683	10.86	14.64	10.81	8.71	20.56	12.06	8.88	22.43	15.7	15.87	20.42	32.51
LL0000039684	77.79	45.27	86.77	32	30.12	58.46	53	94.37	81.28	56.86	79.29	53
LL0000039685	114.06	84.22	128.39	66.79	136.09	245.23	60.32	111.19	82.18	159.15	159	132.43
LL0000039686	264.4	220.39	313.06	195.75	351.74	537.51	181.77	273.89	268.88	555.44	395.95	323.33
LL0000039687	65.21	87.83	48.92	34.43	38.77	92.53	35.31	33.28	28.23	68.18	44.14	47.13
LL0000039688	65.49	61.88	65.87	50.81	44.31	81.58	52.82	80.73	68.79	67.7	72.9	72.35
LL0000039689	16.02	10.4	25.67	0	5.29	12.81	13.39	3.69	10.6	0	11.37	4.87
LL0000039690	44.92	60.36	37.09	49.6	81.28	161.96	35.38	58.88	55.76	110.89	99.28	77.55
LL0000039691	10.93	0	0.8	0	0.12	24.32	12.16	15.41	9.57	0	0	0
LL0000039692	16.24	12.72	22.35	6.7	12.32	18.89	0	5.01	4.55	28.34	17.02	11.66
LL0000039693	0	0	5.65	8.38	8.01	3	7.87	17.04	0	4.82	3.38	2.85
LL0000039694	5.96	16.11	21.89	6.55	23.32	27.04	3.75	6.38	8.06	29.72	17.88	7.54
LL0000039695	4.03	16.48	10.05	3.33	6.73	3.49	0	5.87	3.42	0	14.48	13.39
LL0000039696	3.4	5.31	3.29	6.94	0	3.92	7.84	17.99	14.66	2.43	15	34.48
LL0000039697	0	7.68	0	0	0	0	0	0	0	0	0	0
LL0000039698	15	14.95	10.6	14.1	19.14	37.47	6.16	14.16	10.88	9.96	14.38	4.04
LL0000039699	14.43	9.76	13.73	0.66	13.85	32.45	14.76	6.96	9.95	42.41	41.67	25.17
LL0000039700	0	5.67	5.97	7	6.02	13.39	2.31	2.32	7.91	13.68	11.63	14.49
LL0000039701	14.12	15.89	10.1	12.29	20.05	61.36	7.16	17.79	16.41	69.91	47.59	23.12
LL0000039702	60.86	48.75	78.49	37.96	59.23	87.23	97.04	58.31	54.75	188.55	94.53	101.16
LL0000039703	597.7	643.32	670.9	692.55	851.87	979.38	398.86	824.72	633.71	823.9	603.87	508.11
LL0000039704	12	22.68	23.42	108.02	166.81	224.99	6	17.44	14	267.49	117.08	199
LL0000039705	272.7	283.96	327.29	137.57	238.19	309.38	187.63	321.83	295.76	257.81	154.02	216.2
LL0000039706	171.97	176.95	152.78	202.31	323.16	383.81	137	234.75	192.11	360.66	241.12	183.05
LL0000039707	109	81	123	68	76	163.2	75	115	143	155.09	116.68	84.87
LL0000039708	355.02	353.87	428.98	207.58	296.16	426.53	261.12	366.33	370.28	438.81	341.01	276.96
LL0000039709	152.48	168.93	159.56	88.71	151.73	247.46	64.69	151.77	192.81	235.93	173.29	126.67
LL0000039710	90	69	81.88	20	39.87	62	61	78.91	66.13	41	28.99	13.03
LL0000039711	308.89	250.01	324.01	87	101.07	192.01	149	276	196	158	80	73.97
LL0000039712	68	70	62	17	8.02	25	47	60	49	11	11	9
LL0000039713	439.38	433.58	461.58	34.06	46.18	73.67	378.89	404.65	412.79	129.32	55.37	43.89
LL0000039714	77.53	36.54	67.72	69.54	151.17	160.5	40.56	112.56	51.92	222.45	107.25	92.39
LL0000039715	20.42	36.7	28.35	34.03	40.49	53.47	19.93	10.28	33.43	13.58	36.57	13.95
LL0000039716	0	43.16	55.61	35.56	120	103.72	22.67	77.5	29.76	163.71	37.3	28.14
LL0000039717	0	0	0	0	0	0	0	0	0	4	2	1
LL0000039718	0	0	0	0	2	0	1	0	0	0	1	0
LL0000039719	74.51	66.49	78.76	102.02	142.5	116.72	33.23	40.67	50.04	82.27	46.51	24.67
LL0000039720	75.68	83.33	92.63	88.27	162.14	161.86	44.54	47.29	37.32	134.49	73.71	76.2
LL0000039721	15.25	2.17	14.96	18	19.67	19.97	2.14	5.58	6.64	17.55	5.51	9.91
LL0000039722	27.64	37.83	33.04	73	77.34	121.03	13.86	34.42	25.36	102.44	38.51	54.09
LL0000039723	15	12	11	31	49	74	12	16	8	67	29.01	20
LL0000039724	1	0	5	0	1	3	0	1	1	3	2	5
LL0000039725	4	5	1	13	25	36	5	3	4	19	22	12
LL0000039726	1	9.02	6	2	2	4	1	2	2	5	0	1
LL0000039727	3	4.09	3	11	3	6	2	3	4.34	3.31	6	5
LL0000039728	3	0	2	0	0	0	0	0	0	0	0	0
LL0000039729	1	1	1	2	1	0	1	0	0	0	0	0
LL0000039730	656.8	480.37	552.54	603.82	853.65	1253.82	367.75	725.44	618.34	1203.01	852.71	732.74
LL0000039731	1068.64	955.75	981.03	668.23	1050.6	1178.36	791.01	1201.02	894	971.62	700.09	635.19
LL0000039732	478.68	549.5	489.89	227	352.09	357.65	359.42	660.44	488.03	326.9	176.17	185.8
LL0000039733	1692.32	1691.15	1476.28	1276.16	2342.78	3969.23	1132.86	1676.68	1894.48	4202.12	2781.1	2402.46
LL0000039734	353.84	345.91	285.22	58.99	77	73	323.14	478.98	388.07	97.16	76.09	54.25
LL0000039735	269.04	292.24	276.97	188.03	353.96	527.85	210.98	281	302.68	505.51	361.91	295.04
LL0000039736	10.65	12	6	3	12	20	7.92	15	14	10	7.02	20
LL0000039737	2818.66	2999.27	2841.6	1238.19	1754.55	1968.61	2395.35	3154.64	2465.21	1884.21	1017.19	1025.62
LL0000039738	506	408.22	433.63	360.71	615.02	782.07	463.97	640.79	399.06	560.13	293.02	293
LL0000039739	30	26	31	7	19	13	16	31	43	5	15	8
LL0000039740	1917.07	2275.3	2235.85	1088.91	1369.07	1282.43	2163.01	2509.07	1878.51	1358.6	723.17	753.52
LL0000039741	2.01	1.03	4.07	0	5	12.27	1.02	0	1	12.33	2.16	1.03
LL0000039742	165.77	150.42	145	81.94	160.18	260.16	149.02	176.21	140.33	216.08	139	96
LL0000039743	893.98	778.16	920.7	833.74	1199.57	1536.7	687.13	952	889.27	1396.94	875.74	704.96
