"symbol"	"wt_DMSO_1"	"wt_DMSO_2"	"wt_DMSO_3"	"wt_CPT_1"	"wt_CPT_2"	"wt_CPT_3"	"miR34a_del_DMSO_1"	"miR34a_del_DMSO_2"	"miR34a_del_DMSO_3"	"miR34a_del_CPT_1"	"miR34a_del_CPT_2"	"miR34a_del_CPT_3"
"LL0000009428"	"efl1"	83.12	83.12	82.89	13.21	45	16.6	90.57	103.02	73	23.16	10.27	8.29
"LL0000009429"	"efna1a"	692.54	769.21	773.86	376.97	698.27	852.8	548.78	766.33	783.5	847.65	532.05	479.04
"LL0000009430"	"efna1b"	530.56	580.56	690.16	325.03	515.88	805.03	380.39	498.7	494.99	714.15	488.61	400.72
"LL0000009431"	"efna2a"	253.77	270.28	298.93	31.51	60.93	66	203.62	284.6	270	72.13	37.74	32.95
"LL0000009432"	"efna2b"	33.55	38.18	69.16	0	2	7.3	28.56	26.41	56.93	8.98	2.15	2
"LL0000009433"	"efna3a"	21	25	23	0	4	3	19	23.92	15.49	7	1	0
"LL0000009434"	"efna3b"	359.87	417.01	398.1	56	103.21	53.1	313	404.66	319.99	125.05	70.06	59
"LL0000009435"	"efna5a"	708.1	614.91	889.27	92.45	114.96	111	560.63	631.64	647.98	233.39	107.53	94
"LL0000009437"	"efnb1"	790.4	882.84	907.99	349.29	371.88	349.99	654.52	846.6	744.63	473.64	231.03	289.97
"LL0000009438"	"efnb2a"	1289.99	1402.7	1331.09	885.39	1195.9	1313.22	1184.38	1616.72	1409.55	1483.91	949.48	857.48
"LL0000009439"	"efnb2b"	343.11	403.96	428.14	340.94	428.27	533.99	264	410.64	426.07	432.08	317.77	298.07
"LL0000009440"	"efnb3a"	491.99	493.75	559.2	164.03	208.76	202.11	405.93	501.41	434.45	235.86	155.38	113.51
"LL0000009441"	"efnb3b"	1132.76	1196.09	1206.46	153.54	192	138.95	1103.6	1274.16	1081.52	278.5	111.96	96.04
"LL0000009442"	"efr3a"	239.04	250.11	268.05	78.07	96.03	131.84	198.74	198.04	191.52	166.93	95.87	90
"LL0000009443"	"efr3ba"	121	133.6	166.99	31.92	59	104.8	94.01	121	83	86.92	31	30
"LL0000009444"	"efr3bb"	160.33	228.52	194	77	97	81.7	156.32	173	140	92.91	41.98	92.89
"LL0000009445"	"efs"	835.39	877.35	963.88	1020.36	1509.36	1363.39	755.15	1040.66	726.25	1719.76	988.58	1004.14
"LL0000009446"	"eftud2"	2389.42	2405.59	2258.96	1916.28	2102.18	2375.9	1870.69	2919.95	2477.31	2355.78	1500.07	1301.29
"LL0000009447"	"egf"	239.98	258.56	278.44	43.3	74.01	66.99	189.04	273.95	209	103	44.13	36.01
"LL0000009448"	"egfl6"	2291.5	2220.33	2763.44	1423.31	2134.18	2570.54	1756.07	2586.06	2180.75	2301.06	1375.2	1172.9
"LL0000009449"	"egfl7"	200.77	202.32	237.88	34.98	54.06	65	165.56	298.03	238.75	67.91	52.46	32
"LL0000009450"	"EGFLAM"	2	1	1	2	3	1	2	1	3	0	1	0
"LL0000009451"	"egfra"	360.09	397.23	429.03	69.11	75	76	363.51	426.36	302.5	91.71	44.99	58.99
"LL0000009452"	"egln1a"	28	48	20	24.75	35	27	17	40	18.15	28	23	18.49
"LL0000009453"	"egln1b"	692.42	938.16	846.33	527.12	702	842.23	473.83	838.64	722.37	598.74	486.2	391.36
"LL0000009454"	"egln2"	70	589	810.33	187.88	184.76	182.99	45	48.03	92	80.23	49.91	60.98
"LL0000009455"	"egln3"	34	432.52	381.34	196	265.02	364.21	15	24	24	53.99	47.02	58.11
"LL0000009456"	"egr1"	88	88.44	130.99	87	194	335.13	174.04	95	102	255.04	143.95	150
"LL0000009457"	"egr2a"	111.43	87.01	80.64	84.47	132	160	82	106	103.84	134.93	67	80
"LL0000009458"	"egr2b"	40	43	66.08	32	48	77	25	76	65.99	40	50	41.81
"LL0000009459"	"egr3"	13	15	21	7	12	28	16	15	16	18	15.02	9
"LL0000009460"	"egr4"	9	5	17	8	11	33	10	9	17	14	12.01	11
"LL0000009461"	"ehbp1"	943.19	1027.68	894.78	76.62	167.23	135.19	704.53	1084.03	895.34	204.87	118.41	89.83
"LL0000009462"	"ehbp1l1a"	447.49	598.33	629.86	125.96	199.81	157.99	423.31	485.55	467.76	216.24	95.06	120.8
"LL0000009463"	"ehbp1l1b"	631.98	611.03	634.38	108.01	164.29	218.15	534.39	675.58	631.14	259.29	139.07	131
"LL0000009464"	"ehd1a"	1784.44	1779.51	1957.5	1433.81	1871.58	2017.49	1311.93	1912.93	1638.56	2212.26	1397.48	1258.59
"LL0000009465"	"ehd1b"	1672.73	1509.78	1646.47	1188.96	1368.97	1624.59	1257.58	1891.69	1533.46	1729.31	1173.27	1070.2
"LL0000009466"	"ehd2a"	1	0	0	3	16	15.93	1	2	2	11	8.01	11
"LL0000009467"	"ehd2b"	783.29	722.57	794.78	393.32	577.24	755.47	600.88	761.62	627.65	737.9	438.88	396
"LL0000009468"	"ehd3"	381.81	350.23	401.93	136.71	183.2	158.61	373.55	325.73	286.38	308.19	152.28	132.86
"LL0000009469"	"ehd4"	161.36	137	166.42	102	160.01	178.39	123.59	141.01	140.3	149.96	111.45	94.96
"LL0000009470"	"ehf"	0	4	3	0	2	2	4	1	0	4	1	2
"LL0000009471"	"ehhadh"	144	134.23	113.36	79	137	150	114	166	145.65	130.01	95	68
"LL0000009472"	"ehmt1a"	806.41	802.29	871.19	428.61	593.82	701.24	681.98	1057.39	787.98	683.96	411.64	342.83
"LL0000009473"	"ehmt1b"	1033.82	1088.83	1303.75	484.38	666.96	796.88	982.78	1234.83	1073.07	799.98	434.92	488.26
"LL0000009474"	"ehmt2"	1211.06	1122.02	1165.91	1144.99	1669.4	1913.96	862.6	1366.21	1215.84	1385.47	872.85	762.81
"LL0000009475"	"ei24"	227.63	287.87	377.47	254.07	303.06	382.12	230.01	219.22	193.5	497.77	270.4	297.01
"LL0000009476"	"eif1ad"	487.41	620.87	719.38	449.48	686.88	830.39	277.03	569.23	499.16	632.01	485.21	448.4
"LL0000009477"	"eif1axa"	420.21	491.82	454.75	462.19	767.82	1144.97	323.99	632.62	562.7	1012.71	778.84	598.37
"LL0000009478"	"eif1axb"	2983.6	2510.96	3085.94	2328.07	3171.35	4907.44	1705.86	3093.12	2843.31	4424.58	3577.56	2615.36
"LL0000009479"	"eif1b"	3454.58	3290.4	4174.55	3979.91	5605.8	7513.94	2428.15	4055.05	3202.63	5440.83	4249.41	3496.24
"LL0000009480"	"eif2a"	1224.17	1064.63	1290.75	1139.01	1446.4	1699.54	1039.15	1358.15	1238.94	1717.76	1158.48	1039.8
"LL0000009481"	"eif2ak1"	321.99	302.96	339.25	255.77	311.61	447.37	261.25	339.99	313.74	348.5	282.68	231.03
"LL0000009482"	"eif2ak2"	73.12	79	92	40.43	70	70	88.27	76	52.81	133.02	57.72	88.89
"LL0000009483"	"eif2ak3"	945.81	1007.92	951.8	316.14	410.17	492.23	748.95	1112.04	861.56	465.63	301.87	299.99
"LL0000009485"	"eif2b1"	927.52	833.46	908.4	864.14	1002.32	1089.63	581.96	888.62	782.23	906.16	751.33	603.07
"LL0000009486"	"eif2b2"	1374.2	1255.28	1437.43	1063.71	1454.4	1801.4	854.81	1681.01	1391.38	1265.4	1069.69	896
"LL0000009487"	"eif2b3"	613.35	629.27	693.31	510.61	549.26	637.64	557.34	861.45	672.78	550.5	324.51	299.01
"LL0000009488"	"eif2b4"	1081.12	1042.98	1074.7	889.17	1097.94	1294.23	741.66	1238.52	1048.18	1260.88	804.24	756.13
"LL0000009489"	"eif2b5"	838.98	731.04	788.05	764.99	1023.74	1165.56	590.05	948.87	803.7	1153.54	707.02	627.74
"LL0000009490"	"eif2d"	516.93	544.43	547.91	325.93	483.06	730.4	424.03	573.66	555.16	631	473.47	385.06
"LL0000009491"	"eif2s1a"	2229.73	2102.14	1992.25	1639.93	2394.91	3186.05	1508.29	2305.55	2323.45	2724.77	2066.67	1610.09
"LL0000009492"	"eif2s1b"	4055.85	3595.84	4284.47	3219.52	4319.12	4405.06	2721.46	4573.08	3773.92	4558.65	2861.36	2402.29
"LL0000009493"	"eif2s2"	7984.64	7306.01	7756.67	8058.76	10528.68	12269.38	5212.75	9107.77	8134.07	10167.79	7165.83	5675.34
"LL0000009494"	"eif2s3"	8487.6	8848.29	8776.71	8831.41	11988.15	12060.7	5880.36	9886.67	8338.27	9531.59	6386.5	5360.94
"LL0000009495"	"eif3ba"	14870.22	16283.01	17350.87	17042.77	21545.52	21383.92	11223.57	16317.59	13905.21	20800.76	13342.49	12116.5
"LL0000009496"	"eif3bb"	13	21.01	11.03	6	12	12	8	18	12.04	16	9	5
"LL0000009497"	"eif3c"	13042.9	14033.84	12394.29	12640.39	17352.21	15454.79	10326.01	16759.92	13743.82	13927.06	9350.3	7812.46
"LL0000009498"	"eif3d"	14511.69	16198.51	15301.83	13691.17	20449.46	20174.19	9439.62	18608.02	15193.85	17691.01	12236.9	10571.65
"LL0000009499"	"eif3ea"	13761.23	13846.7	15361.57	13912.02	18231.29	16562.19	9017.66	15866.55	13667.31	14253.29	10009.92	8491.07
"LL0000009500"	"eif3eb"	298	372.16	304.88	138.18	173.18	226	226.01	375	311.97	203.59	155.34	128
"LL0000009501"	"eif3f"	5483.68	4897.21	6837.81	6634.31	9052.57	9947.21	3464.24	5985.43	5056.92	8764.06	6906.93	5452.98
"LL0000009502"	"eif3g"	4354.98	4898.09	5397.51	4502.61	5424.06	5391.19	2493.75	5464.25	3847.66	4874.68	3561.42	2961.48
"LL0000009503"	"eif3ha"	6280.31	6347.91	7382.58	6638.63	8051.74	8080.89	4076.24	7506.36	6164.31	6992.33	4753.34	4297.01
"LL0000009504"	"eif3hb"	116.59	134	143	27	31	50	88.01	118	130.86	45	27	22
"LL0000009505"	"eif3i"	7842.2	8778.23	8605.65	9996.97	15041.72	12580.63	4782.03	9759.6	8000.39	9029.73	7464.18	6225.73
"LL0000009506"	"EIF3J (1 of many)"	2.67	2.19	0	3.04	6.24	0	1.59	0	0	29.05	37.57	0
"LL0000009507"	"eif3ja"	1262.57	1311.3	1236.99	1122.72	1641.66	2379.25	851.87	1333.99	1320.36	1956.38	1555.91	1234.84
"LL0000009508"	"eif3jb"	881.75	846.46	664.37	826.41	1079.04	1568.13	563.12	1103.37	966.99	1746.73	1088	1045.73
"LL0000009509"	"eif3k"	4850.81	4870.14	5261.49	4636.45	6638.7	7580.58	3006.17	5393.77	5149.25	6278.49	4721.72	3661.18
"LL0000009510"	"eif3m"	8141.25	7263.1	9753.79	10571.51	12045.94	12662.67	5208.65	8340.03	7479.11	10999.11	8509.99	7073.71
"LL0000009511"	"eif3s10"	15302.89	18439.05	16068.97	9544.59	12987.98	11895.71	12497.22	20191.36	15135.62	11770.62	7282.85	6581.1
"LL0000009512"	"eif3s6ip"	7421.5	7634.02	8993.73	7869.66	8955.71	9468.76	5533.75	7706.73	6965.13	8763.68	5579.31	4975.43
"LL0000009513"	"eif4a1a"	5794.15	4705.31	4920.47	7308.87	9647.05	11285.61	4459.22	6891.53	5457.18	10367.3	6847.65	6430.66
"LL0000009514"	"eif4a1b"	7094.9	7961.99	9027.97	7920.95	10502.57	10234.36	5315.18	7480.39	6360.2	9078.11	5720.32	5306.08
"LL0000009515"	"eif4a2"	917	875.53	921.24	1098.35	2014.26	3156.62	697.99	1202.99	1228.83	2405.29	1656.32	1586.29
"LL0000009516"	"eif4a3"	4349.68	4029.55	4557.82	3573.04	4741.73	5952.85	2949.69	4727.92	4379.06	4571.75	3443.75	2786.21
"LL0000009517"	"eif4ba"	1335.24	1211.99	1012.02	717.52	780.63	1030.22	1017.15	1740.5	1428.62	983.16	633.73	565.53
"LL0000009518"	"eif4bb"	7659.47	9176.7	7539.36	5439.68	7983.38	9648.28	5454.07	11143.4	9880.33	8872.73	5900.31	5121.45
"LL0000009519"	"eif4e1b"	1	4	4.99	4	9	2	3	8	3	3.99	2	2
"LL0000009520"	"eif4e1c"	1222.87	772.96	933.95	1102.83	1342.93	2215.94	771.58	1228.4	1169.24	1898.8	1532.26	1115.45
"LL0000009521"	"eif4e2"	538.08	491.96	523.02	354.03	498.9	581.68	385.09	599.19	466.83	541.07	399.07	289.14
"LL0000009522"	"eif4e2rs1"	991.48	931.16	962.32	933.54	1414.64	1708.51	738.2	1208.16	1041.79	1369.93	1040.96	705.88
"LL0000009523"	"eif4e3"	538.29	504.99	556.5	420.85	654.95	828.23	499.47	658.46	523.98	805.82	538.32	465.82
"LL0000009524"	"eif4ea"	600.31	506.54	597.12	530.69	807.11	1214.34	426.58	644.71	629.36	1014.62	708.88	629.46
"LL0000009525"	"eif4eb"	590.24	574.82	498.69	362.7	511.71	668.27	434.66	685.75	562.1	636.87	468.32	348.07
"LL0000009526"	"eif4ebp1"	1725.44	1961.28	1852.09	2198.02	2911.09	3473.79	1282.61	1947.92	1760.13	3466.37	2497.31	2086.18
"LL0000009527"	"eif4ebp2"	3898.54	4221.17	4687.63	2962.6	4227.47	4898.86	3079.1	3905.19	3622.71	5493.72	3407.64	3113.69
"LL0000009528"	"eif4ebp3"	127	191	153	181.83	404.09	464	77.97	244.9	148	408.62	249.95	259.05
"LL0000009529"	"eif4ebp3l"	1324.33	1922.17	1985.66	566	816.61	1187.67	869.24	1539.43	1532.71	988.44	779.75	635.84
"LL0000009530"	"eif4enif1"	648.12	618.63	636.91	472.9	760.77	847.68	632.57	776.81	617.64	934.1	551.86	520.27
"LL0000009531"	"eif4g1a"	7991.05	6590.02	6378.78	3318.06	4567.83	5224.45	6831.88	9674.88	7931.6	6094.7	3418.38	3349.05
"LL0000009532"	"eif4g2a"	4878.59	4359.63	4645.59	4187.07	5524.04	6116.93	4253.07	6310.02	4441.44	6539.19	4150.64	3657.4
"LL0000009533"	"eif4g2b"	5152.45	5528.82	5820.84	3111.14	4790.13	5217.47	3919.09	5589.35	4939.12	5611.41	3669.12	3209.22
"LL0000009534"	"eif4g3a"	938.15	1015.6	1030.08	204.47	309.46	245.98	973.51	1169.73	856.87	318.41	160.05	148.96
"LL0000009535"	"eif4g3b"	1314.77	1096.74	1137.25	448.03	548.02	680.84	1330.21	1791.02	1369.36	1009.43	560.24	571.97
"LL0000009536"	"eif4h"	6186.17	5923.5	5352.47	3771.21	4756.97	5221.32	3996.49	7726.77	6785.41	4848.07	3635.11	3084.05
"LL0000009537"	"eif5"	8060.12	8004.42	7141.99	4557.47	6368.48	7208.08	4941.79	9285.33	8483.34	5919.38	3888.97	3234.22
"LL0000009538"	"eif5a"	13709.78	13807.07	16622.15	14886.34	21183.12	25876.02	9683.28	14067.4	13576.32	21626.96	14107.82	11883.37
"LL0000009539"	"eif5a2"	8995.36	8258.21	10014.75	7517.85	9147.04	11840.75	6073.16	7603.87	7930.49	14224.13	9249.19	8724.24
"LL0000009540"	"eif5b"	3331.36	3314.27	3000.75	3135.46	3991.7	4673.94	2601.57	3775.36	3252.09	4022.1	2497.84	2154.44
"LL0000009541"	"eif6"	1463.01	1418.42	1347.05	1591.74	2153.76	2987.55	910.59	1596.62	1578.13	2053.1	1590.45	1197.89
"LL0000009542"	"eipr1"	486.99	425.97	468.03	181	251.02	267.01	334.98	593.46	423.54	243.54	196.35	152.02
"LL0000009543"	"ek1"	737.97	715.94	794.28	51	58.92	87	688.1	914.5	709.99	114	40	69.96
"LL0000009544"	"ela2"	22.86	18.73	29.31	12	20	28.52	24	30.02	6	23	8	8
"LL0000009545"	"ela2l"	9	3.27	10.68	2	1	3.58	5	18.68	8	3	1	3
"LL0000009546"	"ela3l"	0	0	0	2	4	6	2.05	1	2	3	4	4
"LL0000009547"	"elac1"	133.95	104	121.21	403.99	525.02	677.02	79	160.09	150.85	439.42	384.15	281.87
"LL0000009548"	"elac2"	575	498.98	556.01	274.78	344.87	481.64	409.05	702.72	614.06	424.94	298.35	263
"LL0000009549"	"elavl1a"	3633.39	2817.86	3398.16	1140.92	1699.62	2432.97	2874.47	4161.48	3316.03	2142.1	1700.72	1369.24
"LL0000009550"	"elavl1b"	1617.38	1178.52	1595.21	276.99	402.75	607.02	1250.88	1426.82	1361.16	772.17	488.89	453.46
"LL0000009551"	"elavl2"	18	20	11	21	15	26.81	10	15	23	23	19	19
"LL0000009552"	"elavl3"	4636.86	5228.79	5318.72	3615.9	4897	5695.18	4411.93	4145.37	3659.93	5745.23	2769.01	2979.05
"LL0000009553"	"elavl4"	938.14	1053.81	1050.24	138.62	187	199	947.14	1079.61	858.96	203.96	80.48	103.58
"LL0000009554"	"elf1"	588.89	679.44	652.85	149.56	218	203	499.66	889.8	612.03	221.46	144.76	123
"LL0000009555"	"elf2a"	580.36	590.5	646.97	400.26	719.96	889.33	498.34	719.72	554.58	752.1	437.13	410.24
"LL0000009556"	"elf2b"	888.21	972.4	1014.71	509.86	818.52	1133.86	853.35	1020.38	991.24	1074.89	569.54	565.51
"LL0000009557"	"elf3"	144	163.75	196.01	101	187	247.68	92	132	124	170.02	98.82	91
"LL0000009558"	"elfn1a"	23	20	20	0	2.26	0	26	24	14	3	0	0
"LL0000009559"	"elfn1b"	21	23.51	27	0	4	7	25	16	13.44	4	2	1.02
"LL0000009560"	"elfn2a"	13	17	13.99	3	3	2	14	14	8	7	1.1	0
"LL0000009561"	"elk1"	292.76	320	313.24	257.33	386.44	402.47	286.5	332.85	322	429.49	277.82	270.65
"LL0000009562"	"elk3"	284.08	299.97	255	151	237.36	326.46	226.09	344.3	280.87	255.63	183.97	177.88
"LL0000009563"	"elk4"	66.39	81.26	89.69	65.64	107.93	80.35	91.86	85.24	73.01	153.04	76.06	78.13
"LL0000009564"	"ell"	512.72	546.25	504.97	130	203.83	190.99	446.65	563.88	463.26	246.97	130	146.26
"LL0000009565"	"ell2"	829.58	1070.18	916.23	660.59	873.58	1087.22	830.56	986.43	810.21	944.91	605.32	597.24
"LL0000009566"	"elmo1"	1438.62	1477.22	1609.72	271.76	479.07	494.99	1217.35	1678.28	1380.15	538.57	327.02	239.97
"LL0000009567"	"elmo2"	165.02	188.99	201.36	172.92	353.18	561	170.38	170.54	197.2	457.08	282.25	276.92
"LL0000009568"	"elmo3"	678.37	819.03	929.53	194	253.09	289.79	602.21	650.48	591.79	413.99	269	267.21
"LL0000009569"	"elmod1"	86.78	71.21	116.99	51	77	95	59	80.69	79	125.9	56.03	47.08
"LL0000009570"	"elmod2"	405.54	425.15	527.5	287.63	353.06	367.61	350.3	361.87	353.6	717.68	320.7	322.88
"LL0000009571"	"elmod3"	110.07	159.93	157.81	80.07	100.95	103.03	132.22	129.54	110.05	148.95	74.36	76.9
"LL0000009572"	"elmsan1a"	203.87	258.15	290.92	82.3	144.6	155.08	247.05	286.42	259.22	157.53	86.18	92.08
"LL0000009573"	"elmsan1b"	403.02	479.53	515.16	164.18	244.02	276.92	454.83	447.06	372.57	309.95	144.03	246.21
"LL0000009574"	"elnb"	0	1	1	0	0	0	0	0	0	3	1	3
"LL0000009575"	"eloa"	800.71	1051.18	921.46	508.45	665.91	870.98	742.31	1169.09	1036.63	720.91	494.35	411
"LL0000009576"	"eloal"	19.71	19.98	16	11.14	14	15	11	45.12	17	24.86	27.02	26.27
"LL0000009577"	"elob"	2284.54	2036.1	2239.79	2654.97	2646.54	4838.95	1918.47	3566.27	1623.62	3828.36	3544.43	2436.54
"LL0000009578"	"eloca"	151	145.12	208.02	114.84	178.98	310.98	91.99	135.27	124.09	275.47	266.97	203
"LL0000009579"	"elocb"	761.29	694.47	1033.43	788.26	1075.03	1762.49	477.27	646.76	721.54	1587.78	1194.09	874.12
"LL0000009580"	"elof1"	1975.06	1845.59	2592.85	1195.92	2072.55	2921.47	1248.26	1903.54	1854.67	3445.6	2144.38	1762.51
"LL0000009581"	"elovl1a"	173.83	152	178.3	126.08	206	242.94	132	189.73	176	219.15	134	129.91
"LL0000009582"	"elovl1b"	777.35	657.19	799.99	167.37	228.97	334.62	503.76	788.15	673.98	418.83	270.74	221.89
"LL0000009583"	"elovl2"	65.95	77.19	67.04	53	78.3	79.53	55	60	86	94.65	75	59.88
"LL0000009584"	"elovl4a"	217.46	218.53	206.68	216.57	278.41	240.34	154.96	171.13	168.99	358	158.01	180.99
"LL0000009585"	"elovl4b"	30	22	30.86	24	28.03	29	27.02	25	22	32	16	15
"LL0000009586"	"elovl5"	801.7	933.18	890.62	686.17	657.39	510.13	594.6	827.4	941.61	836.17	605.87	533
"LL0000009587"	"elovl6"	312.38	241.81	304.16	156.61	250	275.98	264.31	390.99	348.02	264.76	185.5	160.55
"LL0000009588"	"elovl6l"	192	192	238.88	182.82	319	470	172.44	174	196.28	424.76	211.99	216
"LL0000009589"	"elovl7a"	293.79	280.25	307.63	137	203.74	364.88	217.98	327.99	304.97	275.09	186.27	194.95
"LL0000009591"	"elovl8a"	6	2	2	4	10	14	0	2	4	15.99	7	6
"LL0000009592"	"elovl8b"	302.9	251	301.57	209.02	319	454.93	196.99	274.98	259.11	393.32	258.62	184.71
"LL0000009593"	"elp1"	874.02	896.27	853.88	474.27	524.96	775.34	564.75	1015.08	782.55	539.63	423.64	373.8
"LL0000009594"	"elp2"	463.63	429.7	449.01	190	266.79	419.77	349.19	580.79	472	320.88	278.14	231
"LL0000009595"	"elp3"	685.05	724.07	596.18	408.91	607.2	742.25	481.09	724.55	650.96	695.1	431	371.1
"LL0000009596"	"elp4"	119	126.97	168.01	47.69	67.99	35.7	104	116.01	117	75.32	17	21
"LL0000009597"	"elp5"	158.85	163	169.57	117.27	163.99	299.59	86.18	114.15	161	232.36	190.06	177
"LL0000009598"	"elp6"	124	167.15	160.19	166.99	225.4	369	107.91	153.01	181	275.05	225.51	158.54
"LL0000009599"	"emb"	18	14	15	15	17	23.36	12	8	11	27.6	22.91	14
"LL0000009600"	"emc1"	1725.12	1465.42	1552.6	1413.21	2253.95	2923.07	1417	2122.01	1847.77	3422.03	2161.35	1811.57
"LL0000009601"	"emc10"	894.3	779.04	1049.01	947.49	1368.18	1934.05	491.05	1001.68	925.39	1914.25	1155.63	1039.78
"LL0000009602"	"emc2"	2006.76	1924.36	1949.29	943.95	1486.94	1547.62	1497.68	2818.65	2063.96	1522.67	838.27	772.81
"LL0000009603"	"emc3"	831.5	822.51	884.41	969.85	1370.34	1778.59	562.43	818.42	775.05	1721.23	1224.33	1084.15
"LL0000009604"	"emc4"	134	136	187.13	155	142.78	221	108	176.94	158	165.9	131.35	100.95
"LL0000009605"	"emc6"	493.52	386	496.76	539.16	713.69	1069.09	289.61	510.99	391.59	891.58	591.78	437.07
"LL0000009606"	"emc7"	633.57	502.9	664.82	378.07	630.72	926.31	523.83	587	575.88	925.29	794.17	651.03
"LL0000009607"	"emc8"	625.92	546.42	551.13	719.02	1044.99	1687.46	348.01	565.68	566.85	1418.06	1044.44	867.41
"LL0000009608"	"emc9"	297.99	216.02	272.8	232.71	332.58	467.06	177.74	273.96	219.29	345.14	294	244
"LL0000009609"	"emd"	249.86	206.43	242.01	146.85	201.01	436.99	178.46	236.54	225.53	330.26	231.15	205.89
"LL0000009610"	"eme1"	641.56	706.39	654.19	276.87	503	697.94	403.93	742.88	708.98	520.6	377.13	299.92
"LL0000009611"	"emg1"	223.47	253	203	225.06	336.59	443.43	141.99	278.98	268.99	277.91	253	230.27
"LL0000009612"	"emid1"	538.7	561.77	486.39	98.16	169.09	179.37	428.85	635.67	518.04	241.65	117.48	123.88
"LL0000009613"	"emilin1a"	593.76	564.91	547	198.69	255.91	261.94	437.71	591.06	460.68	312.76	156.76	150.94
"LL0000009614"	"emilin1b"	899.98	952.28	943.61	270	271.65	263.75	677.45	979.15	769.53	389.71	240.7	198.99
"LL0000009615"	"emilin2a"	301.36	349.01	299.98	244	326.52	358.66	207.84	396.89	361.83	393.89	261.01	236.17
"LL0000009616"	"emilin2b"	1080.35	983.09	1133.73	638.23	782	782.74	781.9	1135.97	1040.51	738.2	522.03	496.63
"LL0000009617"	"emilin3a"	343.02	400.29	350.81	298.39	282.57	368	265	372	301.99	377.76	313.7	220.16
"LL0000009618"	"eml1"	367.01	340.41	367.42	80	103.24	135	306.88	389.97	321.44	120	91.98	71.09
"LL0000009619"	"eml2"	410.54	447.92	472.56	351	532.21	584.32	351	505	432.8	445.19	227.06	248.54
"LL0000009620"	"eml3"	179.56	185.57	154.38	46.88	83.1	99.15	199.79	234.16	147.02	119.79	82.11	50.81
"LL0000009621"	"EML4"	1311.72	1332.02	1338.55	306.18	375.98	370.07	1055.88	1259.05	1069.38	481.95	263.98	228.56
"LL0000009622"	"EML5"	69	89	66.02	4	20	15	66.06	74.02	52.61	29.2	10.96	22
"LL0000009623"	"EML6"	161.01	175.83	180.57	56	68	65.69	160.77	218.49	137.45	79.1	47	30
"LL0000009624"	"emp1"	6	12	11	6	8	20	3	5	9.87	9	3	14
"LL0000009625"	"emp2"	2070.64	2480.85	2606.77	616.18	1019.24	1215.62	1475.2	2137.4	2243.09	1464.96	934.28	774.34
"LL0000009626"	"emp3b"	22.19	18.63	22.66	16.23	11.99	2.93	22	36.41	18.61	16.38	9.97	5.87
"LL0000009627"	"emsy"	1133.5	1102.29	1064.85	787.32	1202	1164.94	1042.26	1388.46	971.87	1086.89	550.28	550.67
"LL0000009628"	"emx1"	144.86	144	152.07	68.08	144	154.79	98.1	148.69	142.2	155.74	116	81
"LL0000009629"	"emx2"	279.29	292.11	290.96	160.18	193.94	321	185.86	335.44	316.93	221.68	161.72	130
"LL0000009630"	"emx3"	196.75	201.9	205.99	130	167.97	279.87	192.04	248.04	175.38	286.31	173.71	161.26
"LL0000009631"	"en1a"	167	154.66	200.99	89	137.74	176.05	114	209	141.01	175.09	129.02	122
"LL0000009632"	"en1b"	322.93	320.82	295	241.89	399.01	447.15	208.5	351.67	273.14	323.19	248.69	227
"LL0000009633"	"en2a"	306.45	364.13	336.13	172	280	255.66	185.01	337.74	293.01	315.95	185.84	181.75
"LL0000009634"	"en2b"	410.98	612.49	445.44	186	287	370.03	316.42	499.82	433.05	300.05	205.01	195.48
"LL0000009635"	"enah"	648.92	681.24	730.17	32.58	67	69	575.96	798.52	666.3	83.77	49	48
"LL0000009636"	"enam"	8	9	9	15	20	24	15	14.04	10	20.34	15	16
"LL0000009637"	"enc1"	689.71	671.65	678.59	914.55	1342.1	1385.94	547.17	655.73	594.09	1479.29	866.34	908.28
"LL0000009638"	"enc2"	349.51	336.32	420.9	252.03	362.27	464.44	281.12	278.1	270	476.88	327.38	273.78
"LL0000009639"	"enc3"	677.02	860.57	875.43	1041.55	1491.96	2002.86	482.85	719.32	705.79	1732.57	1210.19	1160.17
"LL0000009640"	"endog"	380.25	402.75	341.91	558	688.73	870.77	271	611.3	452.98	654.96	506.31	487
"LL0000009641"	"endou"	1.03	5.07	2.04	5.18	5.1	5.03	1.02	1.02	1.02	4.09	1	2
"LL0000009642"	"endou2"	123.1	102.93	165.95	45	116	147.01	100	123	155	145.96	80	63.22
"LL0000009643"	"endouc"	615.34	580.48	620.37	365.91	544.26	605.65	376.67	663.16	692.25	630.34	439.92	361
"LL0000009644"	"engase"	170.82	187.83	230.51	155.48	203.65	215.32	158.64	184.93	224.04	228.28	166.86	126.75
"LL0000009645"	"ENKD1"	65	100	98.94	43	116.92	128	68.82	116.22	88	116.98	64.06	68.94
"LL0000009646"	"enkur"	190.91	206.12	229.02	149.6	162.38	254.99	125	196.4	213.01	227.92	118.62	129.62
"LL0000009647"	"eno1a"	4190.28	3987.43	5335.94	4573.1	5926	7139.24	3318.26	4967.24	3742.65	5446.32	4070.78	3783.22
"LL0000009648"	"eno1b"	118.14	116.02	123	65.18	128.4	141	85	90	100	100.76	89.93	74.37
"LL0000009649"	"eno2"	364.96	325.48	293.05	193.02	300.08	244.13	232.69	311.02	277.94	249.93	143.11	168.86
